countryname,countrycode,indicatorname,indicatorcode,attribute,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
St. Lucia,362,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,18.58500481,19.35276222,19.29256248,19.4758873,19.37759781,19.12539864,18.39596939,18.99774933,20.22478485,19.98629951,20.39297867,19.19094086,20.08876038,20.71183395,21.32668877,21.69527435,21.37740898,21.70936394,22.87434006,21.86884117,21.83717537,21.95162582,21.4114666,22.76203346,23.05534363
Guinea,656,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.049311716,0.1006786,0.067042977,,,,,,0.098348998,0.093812868,,,,,,,,,,,,,,,
Turkmenistan,925,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,24.85416985,21.99162483,19.42115021,13.23339081,13.56049252,10.19938087,9.088307381,10.71051216,9.130101204,8.010463715,7.946755886,7.036385536,8.411222458,7.936694145,7.548820972,8.282327652,8.043291092,7.470078468
Trinidad and Tobago,369,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,24.62150574,28.14807129,25.14445305,25.62562943,22.60189629,24.46659088,25.32975197,22.86991882,22.103508,20.23171425,21.24440575,23.57873154,21.85183907,22.84449768,23.18868065,28.20586967,32.64257813,27.99815178,30.00832939,28.16361427,29.08651543,28.13982773,28.96973228,27.10457611,27.87302589
Indonesia,536,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,0.014507804,,,,,,,0.00288173,5.05E-06,0.021357043,0.011131787,0.04312991,0.048827343,0.039483812,0.041969828,0.019124812,0.038897648,0.083149195,0.085978754,,
Argentina,213,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,0.005037128,0.004321639,0.005648786,,,,,,,,,,
St. Vincent & Grens.,364,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,20.35388184,19.77991104,18.68061066,18.98930359,20.13200188,19.3609848,20.31922722,20.47874451,20.81936836,20.39502716,20.21068764,19.77562714,20.83097267,19.96970177,19.39492798,20.50126839,21.93331528,22.87984467,23.85283852,23.73206902,22.9147377,21.29216385,21.61745453,21.61843872,23.92700005
Belarus,913,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,2.688110352,2.842639685,2.31888938,8.295539856,2.53868866,2.12471652,,,,0.899892509,0.843055069,0.981342971,0.97948432,0.826755762,0.85212636,,,,,,,,
Uganda,746,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,9.253228188,9.031064987,9.229171753,8.687162399,8.990469933,9.31884861,9.541715622,9.824448586,10.12661457,10.33551502,10.58925915,10.52720451,10.33237839,10.13116169,10.171278,10.43202877,11.29393387,11.90550041
Ukraine,926,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,32.3185997,25.99461174,21.22535896,20.19236374,19.34121895,20.8281517,21.82228661,20.07568741,24.10327148,25.27387238,24.05264473,25.25183868,23.92463303,25.96016502,26.04633331,25.94205475,24.39260674,24.06598663
Ireland,178,Total Grants as a Percent of GDP,RG_RM_GDP,Value,1.597198129,2.375358105,2.164943933,2.315793037,1.542806864,1.864537001,1.670624614,1.69134891,,,,,,,,,,,,,0.09694346,0.105401285,0.093416862,,
Brazil,223,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.423721015,0.347418547,0.373644143,0.376645386,0.619673133,0.606947422,0.571035504,0.568854392,0.489648849,0.519439459,0.562842071,0.57199055,0.557286859,0.57863003,0.616682947,0.666539967,0.733162344,0.71025449,0.749825954,0.757431924,0.850582421,0.782043099,0.835815966,0.816157758,0.839133978
Italy,136,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.037327167,0.043301124,0.197179392,0.65977788,0.2008439,0.151013553,0.067179888,0.214166358,0.2456135,0.2408804,0.314012647,0.143680364,0.150628373,0.326310456,0.310003489,0.293476492,0.282147974,0.257901281,0.176798329,0.190639108,0.124245346,0.225035161,0.278553247,,
Tunisia,744,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,18.23487091,18.67214775,18.71011353,19.25445938,19.03639221,18.78936577,18.24692917,18.43975639,19.21231842,19.13550568,19.29240227,19.59774971,19.5408268,18.74575424,18.67396164,18.87774467,18.51094818,19.07043076,20.50181198,19.84230995,20.13785553,21.12827682,21.037117,21.39273071,22.50391388
Russian Federation,922,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,12.00163841,13.16576767,,,23.57576942,23.40662956,26.85980988,27.78455734,26.92781258,26.04924965,26.79874802,31.76935196,31.41524315,31.1554184,31.15293121,25.70405388,26.51053047,28.68929863,28.54928017,27.68211746,28.20478058
United Kingdom,112,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,27.22945595,26.06090736,25.35139465,24.29637146,24.92859268,26.1653595,26.06580162,26.44755745,27.88677597,28.46609879,28.67245674,28.63885307,27.52707863,26.89691544,27.07402611,27.30713272,28.00472069,27.72313499,27.47886467,25.88335609,26.59673691,27.28227615,26.58506775,26.40302467,26.12332726
Bulgaria,918,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.144548938,0.727359235,1.445760608,1.408309817,1.188045025,0.060069285,0.024465336,0.002708454,,0.305788785,0.252203107,0.239489913,0.243717358,0.23154977,0.23330602,0.21521157,0.163693905,0.052919999,0.024716171,0.022944344,0.021542711,0.019341212,0.017827613,0.007100013,0.017866693
Uruguay,298,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,19.58603477,20.38756371,21.47625923,20.9489994,20.6968956,20.95818138,21.1769619,21.89431572,22.01368523,21.64425278,21.60270309,21.95188713,21.12480545,21.46153641,22.6567173,23.83560753,25.40164948,24.96876717,25.97798157,25.57818031,25.80553055,26.10713387,26.46999741,27.00872612,26.73548126
Mozambique,688,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,7.913404465,7.116514683,6.442314625,,
Mauritius,684,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.107474945,0.109573826,0.114672787,0.109242849,0.108536661,0.105576962,0.120500788,0.117996514,0.115493648,0.11243169,0.114369698,0.11280454,0.112577789,0.105797946,0.101266801,0.106639013,0.102603026,0.103771344,0.099155717,0.093003817,0.058869541,0.057799891,0.058520183,0.064282693,0.131197557
Burkina Faso,748,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.218623236,0.117139183,0.121779785,0.119869009,,,,,,,,,0.134300619,0.135259315,0.15991573,0.15234524,0.160887331,0.162421957,0.133137897,0.157984629,0.123201817,0.098588414,0.103510156,0.121024162,0.120039366
Grenada,328,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,0.23809585,0.284097403,0.353615373,0.237314522,0.288176835,,,,0.546104431,0.666609824,0.7144894,1.235854387,1.062823296,1.013674259,0.818223059,1.199148059,1.417606354,1.16410625,0.904784322,0.835641921,0.709448218,0.760198474,0.66292578,0.867265642
Switzerland,146,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,18.03601837,17.77900314,18.0741787,17.8631115,18.41736221,18.55181503,18.98003197,18.62303734,19.65827179,19.69824219,20.86040306,19.97208595,20.37530136,19.9257164,19.98897743,20.15221786,20.11140633,19.97806931,20.53847504,20.62731361,20.21022987,20.38696671,20.2195549,20.1328907,20.120121
United States,111,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,19.29034996,19.02665138,18.94260788,19.18128395,19.50183487,19.74599648,20.30247307,20.75055504,21.08654785,21.19000816,21.51844406,20.45134354,18.31006622,17.85790443,18.11635971,19.54718208,20.32498169,20.40843201,18.87771606,16.70560455,17.04190254,18.09434891,18.60879326,19.38059235,19.8530674
Tonga,866,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,14.04996872,14.93349552,,,,,,,,,15.54531288,17.12149811,18.41916656,18.32632828,19.05020332,20.64033127,21.4531517,21.10536957,20.3252449,18.06169128,16.98089409,16.77508736,16.70222092,17.1612587,17.77450562
Vietnam,582,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,18.30407715,18.74552155,19.29854965,16.93306923,15.92838001,15.98806858,16.48084641,17.49342918,18.40350723,20.85719681,19.96297646,20.97649193,22.26251793,21.54439545,22.47960472,20.62770462,22.38532829,21.858675,19.02503014,19.11710739,18.22283363
Burundi,618,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,0.041062571,0.046127189,0.048735049,0.017552899,0.003604125,0.226303041,0.037947409,0.026384994,0.126717895,,,,,,,,,,,,,,,
Uzbekistan,927,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,19.34959412,26.56003571,26.93515396,22.5085392,27.69573021,32.27109909,27.68931198,29.40024376,27.87796402,26.22725868,23.36569786,22.85451317,22.70546341,22.58938789,20.79951096,21.02627373,20.82407951,21.54178238,20.84802818,20.61778641,20.17553139,20.32041931,20.23400307,20.195158
"Congo, Republic of",634,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,,,,,,,,,0.055994216,0.064513363,0.063714467,0.056894079,0.041309424,0.059918661,0.063708045,0.077310383,,,,
Colombia,233,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,0.561349511,0.590063393,0.633847535,0.635068119,0.647909701,0.667461097,0.617080033,0.65811187,0.649339616,0.632714033,0.622044623,0.640836,0.656972945,0.649289668,0.662017405,0.710822999,0.738176942,0.720684946,0.718619704,0.496645361,0.347543627
Mexico,273,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.214373052,0.247248307,0.282097429,0.229405329,0.165247604,0.135119006,0.13231644,0.183534846,0.155774325,0.162829325,0.17352432,0.196343184,0.225518972,0.306980997,0.2018511,0.21671167,0.224959582,0.246165931,0.253925413,0.264307946,0.277899712,0.288520396,0.30737555,0.329124004,
Liberia,668,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,,0.444408655,0.132106945,0.159292459,0.52485621,,1.22407186,2.616413355,1.618123055,,
Bangladesh,513,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,0.61738795,0.59361589,0.900376678,0.379570991,0.390274614,0.297758132,0.267877936,0.366613925,0.232637361,0.376653761,0.248579308,,,
Senegal,722,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,15.32308102,13.68553448,14.45463657,15.01483154,14.97141266,14.84334183,15.4997406,16.11726952,16.1237545,16.91986084,16.97354698,17.40580559,18.52428818,18.83930397,20.11169624,18.15016365,17.9468689,18.68086243,18.97308922,18.98746872,18.17866325,19.15013885
Oman,449,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,,0.50612551,0.534936786,0.531933963,0.53644526,0.533584595,0.613749206,0.562732458,0.579938114,0.446407676,0.568442047,0.553771615,0.578112662,0.564063787,0.521840394,
"Yemen, Republic of",474,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,6.785033703,7.555696964,7.510709763,7.435101032,6.022632122,7.526406288,8.75028801,8.665990829,9.306207657,7.518130302,7.12218523,7.338663578,7.347523212,7.077544689,7.276759624,7.321020126,7.084936619,7.320530891,6.827417374,7.964915752,6.626173496,5.387365341,7.035899639,7.055602074,7.325486183
Sierra Leone,724,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.226024941,0.749444067,1.055581093,1.181338072,1.45129621,0.602723777,0.71459955,0.805153906,1.502187014,3.791858196,5.466561317,4.007976532,6.131300926,5.511033535,6.627830029,7.377057076,6.206132889,3.713387489,3.542325497,6.022139072,5.290898323,5.55714941,3.843013048,,
Brunei Darussalam,516,Total Revenue as a Percent of GDP,R_RM_GDP,Value,38.20709229,37.83618546,30.72429085,30.87903595,32.41485977,32.90198135,35.71136093,33.19024277,25.46280479,29.30355835,44.26994324,37.99067688,36.744133,38.87598801,41.64226913,45.22095871,47.6565361,32.41107941,63.07304001,38.36185455,43.76971436,55.00989914,45.9946022,46.11238861,36.80042267
Cape Verde,624,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,6.812727928,2.936155558,1.841076612,,
France,132,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.19872877,0.414085448,0.303063303,0.323906571,0.251866072,0.265081763,0.325737983,0.35656774,,,,,,,,,,,,,,,,,
Bulgaria,918,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,32.55422592,36.22104263,36.23003769,35.59487534,34.58587646,35.84112549,36.53646469,36.92348862,36.49715042,36.86009216,36.97432709,34.13788223,32.06217957,31.15429497,33.12614822,34.54663086,34.2547493
Bhutan,514,Total Revenue as a Percent of GDP,R_RM_GDP,Value,29.81928635,31.58370209,32.27056503,41.57658768,39.30667114,42.30049133,42.11747742,37.40338898,33.72567368,46.01187897,43.81978226,39.71323776,36.42457962,25.61460495,34.26924133,30.72257614,34.71385574,35.68603516,34.92591095,32.80538559,46.34402847,35.5723114,35.22274399,28.90515137,27.18940353
"Gambia, The",648,Total Grants as a Percent of GDP,RG_RM_GDP,Value,4.56013298,1.883270383,1.043674231,0.168991104,,,,,,,,1.446787596,2.98143959,1.888785839,3.218460798,1.234018207,0.414469153,0.912904918,1.140311718,4.117650509,,,,,
Burkina Faso,748,Total Revenue as a Percent of GDP,R_RM_GDP,Value,12.24396801,15.96722317,16.01640511,15.80670452,17.93068695,18.88343239,20.34115982,19.55068398,19.28050804,20.36519432,18.89054298,18.11281967,16.90333939,17.78602409,18.07217789,17.23396873,40.75093079,20.04615784,16.82917023,19.52329826,19.79101372,20.69604683,22.39263916,23.92461586,21.40964508
Poland,964,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,11.52665043,12.69552135,12.87865067,11.55832291,11.50814915,11.78238201,11.83945274,11.78079128,13.97455406,13.08622742,13.58734226,12.96827316,12.7464447,12.28806591,12.33827496,12.17169476,11.91946507,11.38718414,11.26306248,10.89449692,11.2237854,12.07003975,12.35458374,
Burundi,618,Total Revenue as a Percent of GDP,R_RM_GDP,Value,29.73323059,27.18066025,25.54211044,26.53887749,20.49831772,21.41511154,18.42072487,16.63849258,18.04588699,17.44968414,18.20892906,16.67909241,18.68561935,21.72749901,25.34076118,22.58381844,26.54990387,36.45477676,38.45843124,32.84299088,37.20676041,35.85403061,31.37508774,29.64779854,26.69062233
Papua New Guinea,853,Total Grants as a Percent of GDP,RG_RM_GDP,Value,7.219621181,8.645163536,4.64882803,3.73322916,2.980037212,3.117277622,2.435000896,4.40739584,3.905120373,5.273056984,4.167033195,1.069870949,0.400569379,,,,,,,,,,,,
Georgia,915,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,0.526075244,0.603151321,0.872038364,0.237828612,0.723622143,0.30314967,0.565150321,1.26930213,0.899238646,1.409000874,0.600219667,3.235673904,2.160574675,2.275908709,0.918091178,1.034880042,,
Chile,228,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,0.008961171,0.00835145,0.007433245,0.00672823,0.005255538,0.004355145,,,,0.001972719,0.001107096,0.001080977,0.000824551,,
Paraguay,288,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.017674875,0.01694094,0.027713927,0.031790312,0.171947241,0.161638454,0.175674036,0.315146744,0.181602255,0.189676061,0.161177143,0.431801021,0.539704382,0.385834396,0.463857919,0.121566288,0.087005071,0.323863149,0.348251343,0.318637133,0.35898602,0.626001358,0.392801136,,
"China,P.R.: Mainland",924,Total Grants as a Percent of GDP,RG_RM_GDP,Value,2.568404675,2.239272833,2.063668489,1.68982923,,,,,0.703433037,0.663172483,0.600443184,0.53595525,0.52723515,0.452972442,0.377794385,,,,0.52338475,0.001897988,,,,,
Slovenia,961,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,0.019830093,0.030956678,0.054322395,0.068018794,0.076619059,0.139691323,0.186692238,0.227387652,0.07401868,0.682986975,0.975678682,1.036847472,0.909059584,0.861219347,1.510394335,1.780593634,1.962773919,2.080292463,,
Cameroon,622,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,18.29370117,17.56723785,17.45828247,16.05405998,15.4300375,18.17143631,47.38328934,20.27601624,21.19996452,17.4444828,16.58199501,17.93566704,17.94946671,17.95438766,18.29872894
Ghana,652,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.965425193,0.88718766,0.664870381,1.155830383,,,,,,,,4.933440208,,,,,,4.09858036,2.976640463,3.169291735,2.549228668,2.252470493,,,
Switzerland,146,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,1.990229964,1.843316555,1.90898788,2.008084297,2.0583992,1.988719344,2.095993519,2.223567247,2.434690714,2.488390207,2.47960043,2.36452055,2.307971478,2.166805506,2.204397202,2.070249796,2.04727006,2.050634861,1.981279254,2.001008987,1.959412813,1.886750221,1.770714641,1.789057851,1.796412349
Romania,968,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,7.747533798,10.16869545,10.45398617,9.812963486,8.443264008,8.158610344,7.673717499,7.146678448,9.26721096,11.30383492,11.38611603,11.19463634,11.07220078,9.825061798,9.603228569,10.20679665,10.26044941,10.43353844,9.914038658,,9.281411171,8.991019249,8.812842369,8.670038223,8.607274055
Belize,339,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,0.020691162,0.037737504,0.025105806,0.027384114,0.037260164,0.023858907,0.027735982,0.027580816,0.024988251,0.02674046,,0.484852374,0.504051983,,,,,,,,,,,
Greece,174,Total Grants as a Percent of GDP,RG_RM_GDP,Value,1.284142733,,,,,0.49675265,0.417274773,0.454565555,0.358030796,0.474602073,0.345017672,0.337653369,0.183639824,0.236880645,0.181334868,0.141097784,0.159298152,0.14474012,0.387862504,0.279238969,0.271871805,0.242115751,0.452102661,,
Benin,638,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,,,,,,,,,,0.51671201,0.491014063,0.497662723,0.52148068,0.503909647,0.540265024,0.537985444,0.555528462,
Israel,436,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,3.195075035,3.109802008,2.981661081,2.997267485,2.997023344,2.936515093,2.759604692,2.750888586,2.736069441,2.988249302,3.06988287,2.900476694,2.989238739,2.859302998,2.762969971,2.849694252,2.869851828,2.638988495,2.662503958,2.701694489
Canada,156,Total Revenue as a Percent of GDP,R_RM_GDP,Value,43.56660461,44.609272,45.18583679,44.45281982,43.7805748,43.76021194,44.15445328,44.37726593,44.83864212,44.60140991,43.41420364,41.90452957,40.44428635,40.29693985,39.99380875,40.090168,40.41312027,40.08870316,38.91586304,39.1469841,38.33043289,37.97529602,38.01241684,37.96206284,37.73615646
"Serbia, Republic of",942,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,,,,,,,,,,,13.29156208,13.26384354,12.95366859,12.35682487,11.93540382,12.43126965,,
Bosnia & Herzegovina,963,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,,,,,,,0.076904789,0.109156907,12.21449852,13.05588436,13.28497887,14.28404427,14.9683218,15.32643032,15.66179371,15.72471237,15.66335773,15.8143158
Cape Verde,624,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,24.30227089,24.59046555,28.58819389,24.54022408,28.75228119,27.5441227,28.27682495,28.5617218,29.03984261,26.89139366,27.92448044,25.63161278,24.40173149,24.70271111,22.96858788
New Zealand,196,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,0.11898537,0.082129672,0.079547457,6.53E-06,,,,,,,,,,
Bolivia,218,Total Revenue as a Percent of GDP,R_RM_GDP,Value,18.37613297,19.98092079,20.85327911,21.08143425,23.76665115,23.96399498,24.1476078,24.99878502,24.87290001,25.52774239,25.58623505,25.13526344,24.50462914,24.11434364,26.80109215,30.93777847,34.30398178,34.39338303,38.90232086,35.83364487,33.16555786,36.18720627,37.79500198,39.08739471,39.89307785
Slovak Republic,936,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,14.73936367,15.59841061,14.67396832,14.61154175,13.76971436,13.95226479,14.10605717,14.4304924,13.53286362,12.82601452,12.41263485,11.5058527,11.43677807,11.57667923,12.31235504,12.00771809,12.03726196,12.2996521,13.2499752,13.39925194
